siteID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,SLOPE_PCT,ASPECT_DEGREES,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,GEOL_REEDBUSH_DOM_PCT
s535,79.7,213,9,87,49.3,13,0.347,3.1,153.7,127.96,124.18,10.58,11.3,16.33,0.46,17.2,5.02,0.405,5.8,66.3,66,697.3,18.5,0.054,10.04,7.62,10.65,11.03,12.1,11.2,11.82,10.97,12.06,10.09,10.8,9.46,-1.87,-1.02,3.73,9.79,15.41,20.35,23.07,22.11,18.08,12.07,6.43,0.44,0.86,1.16,47.5,12.34,637.8,479,45.2,47,81.8,81.4,58.5,35.1,23.5,16.6,19.7,25.7,46.2,55.7,536.3,73.2,15.47,0.73,0.22,56.6,18.74,0.63,0.71,0.13,5.44,1.37,1.88,3.35,43.49,10.69,46.15,43.17,0.26,163.16,99.6
s539,87,197,23,77,47.5,25,0.368,5.1,136.8,128.91,127.32,10.93,11.2,16.75,0.413,17.4,5.34,0.458,5.9,65.6,65,709.9,17.6,0.052,10.44,7.74,10.6,10.77,12.08,10.77,12.39,11.54,12.02,9.97,10.9,9.88,-1.49,-0.43,4.05,9.98,15.61,20.63,23.44,22.58,18.54,12.5,6.78,0.85,0.55,1.23,30.4,11.81,300.5,472.3,46.8,50.4,82.7,77.1,55.9,32.5,22.2,16.1,17.6,21.4,40.3,52.9,516.1,80.24,17.19,0.12,0.54,69.13,20.86,0.04,3.21,0.11,1.05,1.5,0.94,2.06,37.07,11.96,52.06,35.98,0.32,166.97,100
s540,66.8,197,0,48,47.2,7,0.339,3.8,129,128.02,124.23,11.08,11.6,16.95,0.425,17.2,5.6,0.539,6.7,65.4,65,715.3,17.2,0.054,10.35,7.69,10.52,10.64,12.01,10.63,12.6,11.43,11.83,9.85,10.78,9.83,-1.25,-0.2,4.3,10.19,15.81,20.82,23.64,22.78,18.75,12.69,6.99,1.09,0.55,1.54,28.9,12.35,438,471.2,47.1,51.2,81.7,75.3,54.5,31.7,21.6,16.1,17.6,21.1,39.4,52.6,510,79.42,15.77,0.12,0.49,62.39,19.7,0.27,2.8,0.11,1.03,1.5,0.94,2.03,36.38,11.9,52.06,36.04,0.32,166.74,100
s547,178.6,298,85,175,54.3,85,0.44,7,65.9,127.58,126.67,9.94,10.1,16.46,0.239,16.9,4.41,0.079,4.5,66,65,667,21,0.058,10.35,7.66,10.07,10.66,12.13,11.1,12.28,11.08,11.95,9.83,10.21,9.8,-2.29,-1.32,3.41,9.48,15.19,19.97,22.53,21.65,17.72,11.94,5.95,-0.11,0.86,1.12,49.5,10.7,110.8,560.8,42.1,41.1,80.2,91.5,66.5,41,27.1,20,23,28.9,49,54,564.4,14.41,52.54,24.44,0.06,10.56,55.98,19.2,0.17,0.1,5.47,1.44,0.69,5.24,51.21,14.19,44.02,41.78,0.26,161.93,77.1
s550,82.1,209,30,66,36.5,30,0.291,3.3,101.9,124.4,123.24,10.82,10.8,17.21,0.238,17.5,4.79,0.217,5,66,66,705.3,17.9,0.066,10.11,7.17,9.96,10.35,12.38,10.63,12.59,10.92,11.67,9.26,9.66,9.71,-1.51,-0.64,4.18,10.08,15.83,20.67,23.36,22.29,18.42,12.34,6.41,0.61,0.85,1.2,30.8,12.33,294.9,576.3,43.4,43.5,76,74.5,54.2,32.8,22.6,16.6,19.9,21.9,39.8,50.5,495.6,19.22,28,46.73,0.03,15.59,35.21,39.3,0.09,0.14,2.21,1.44,0.81,4.42,46.73,20.55,55.52,23.93,0.35,164.14,100
s560,47.8,171,9,36,30.1,11,0.24,1.9,167.8,123.24,122.82,11.17,11.1,17.24,0.165,17.2,5.35,0.351,5.3,67.6,67,717.2,16.4,0.068,9.98,7.23,10.04,10.1,11.6,10.05,13.15,11.68,11.23,8.93,9.63,9.61,-1.06,-0.24,4.53,10.21,15.91,20.78,23.48,22.45,18.64,12.53,6.8,1.05,0.73,1.59,37.7,13.04,238.5,556.2,47,49.1,77,69.2,49.8,29.7,22.3,16.8,18.5,20.6,35.2,50.4,485.5,33.43,33.79,21.06,0.37,20.28,37.55,12.91,1.57,0.12,4.44,1.46,1.13,3.99,51.33,17.45,41.23,41.32,0.3,167.9,96.6
s568,52.4,205,9,31,42.2,9,0.221,3.5,219.2,126.03,123.15,11.26,10.9,16.94,0.305,17.2,5.35,0.538,5.2,65.3,66,722.7,17.1,0.056,10.34,7.58,10.37,10.32,11.79,10.26,13,11.25,11.49,9.62,10.34,9.69,-1.35,-0.36,4.25,10.08,15.72,20.69,23.48,22.59,18.62,12.48,6.8,0.95,0.64,1.38,30.6,12.83,330.1,546.8,47.6,50.8,80.7,73.2,53.3,31.2,22,16.6,19.1,22,39,52.7,508.2,70,24.07,0.19,0.1,58.1,23.53,0.2,0.6,0.12,5.07,1.42,0.86,3.73,43.36,15.55,44.24,40.21,0.29,165.58,100
s577,30.9,48,6,32,7.3,6,0.593,1.5,175.7,122.71,122.83,11.5,11.5,16.4,0.07,16.3,6.84,0.079,7,68,68,722.7,17,0.03,10.35,8.17,10.56,10.35,11.09,8.92,11.82,12.27,9.92,9.18,10.12,9.97,-0.25,0.51,4.78,10.08,15.68,20.77,23.67,22.95,19.21,13.23,7.74,2,0.6,1.1,47.6,12.24,62.8,468,51,55.1,77,69.2,48,26.2,18.2,13.2,12,14.1,31.1,50.1,465.3,69.86,21.14,1.38,0.09,39.55,34.32,0.32,0.28,0.09,11.04,1.46,2,3.6,58.58,7.31,17.52,75.17,0.18,168.64,100
s578,34.3,77,7,33,9.6,7,0.39,1,150.1,121.32,121.16,11.33,11.4,17.15,0.109,16.9,6.03,0.227,6.7,68,68,717.6,16,0.027,10.4,7.83,10.71,9.87,10.46,9.5,11.36,11.65,10.38,9.01,10.2,9.93,-0.68,0.2,4.77,10.33,15.97,20.88,23.68,22.84,18.92,12.86,7.36,1.68,0.81,1.28,50.3,13.2,123.2,594.2,50.7,54,80.3,71,49.3,27.7,18.9,13.4,14,17,34.7,52.2,483.2,38.51,31.71,13.61,2.58,30.13,26.9,11.26,5,0.11,8.1,1.47,1.17,4.17,59.35,12.14,23.35,64.51,0.24,167.55,100
s588,15.1,45,2,14,7.9,2,0.305,0.7,195.4,115.32,114.55,11.95,11.9,17.63,0.065,17.6,6.26,0.091,6.4,69.5,70,738.6,15.5,0.019,10.06,7.95,11.03,9.71,9.61,7.95,10.67,12.6,8.83,8.3,9.2,9.41,0.34,1.04,5.25,10.37,15.89,20.94,23.78,23.02,19.42,13.47,7.95,2.42,0.7,1.13,73.8,13.27,86.5,595,50.9,55.9,82.9,70.8,45.9,25.3,16.9,14,11,14.5,25.9,46.7,460.6,8.21,74.28,0.12,0.61,5.01,50.75,0.39,2.94,0.09,10.52,1.49,1.36,4,59.65,7.79,17.74,74.47,0.19,166.98,68.4
s593,34.1,54,14,35,6.7,14,0.502,0.4,185.2,116.05,115.27,12.24,12.3,18.06,0.17,18.2,7.08,0.316,6.8,67.1,67,758.4,14,0.044,9.56,7.44,10.61,9.46,10.5,9.42,11.04,11.49,9.7,8.64,8.78,9.4,0.32,1.32,5.86,11.47,17.05,22,24.65,23.77,19.95,13.79,8.18,2.57,0.57,1.12,64.8,14.58,354.4,496,46.4,51.4,72.9,59.3,40.2,23.5,16.9,13.3,12.3,13.7,22.8,40.8,413.5,24.12,31.45,21.89,0.68,10.97,18.58,6.58,3.74,0.1,8.18,1.47,2.36,3.85,60,12.14,20.65,67.21,0.25,171.8,100
s594,30.3,42,4,31,6.6,8,0.691,1,197,113.78,112.92,12.36,12.4,18.01,0.054,18.1,6.9,0.037,6.9,67,67,761.7,13.3,0.051,9.32,7.25,10.36,9.01,10.44,9.21,11.03,11.38,9.77,8.58,8.33,9.07,0.38,1.3,5.85,11.31,16.85,21.82,24.38,23.5,19.88,13.7,7.98,2.41,0.66,1.29,62.7,14.86,649.5,495,43.8,48.2,67.4,53.4,37.6,21.9,16.5,12.9,11.9,12.9,20.7,36.8,383.9,9.33,11.24,70.03,0.25,6.51,16.53,41.16,1.43,0.14,4.36,1.49,0.6,4.13,60.05,16.73,35.95,47.32,0.37,172.05,100
s651,387,619,130,393,70.8,130,0.526,6,147.7,121.66,121.8,8.03,9.4,13.43,0.605,15.6,2.09,0.558,3.2,66.2,65,598.6,26.6,0.052,9.83,7.87,9.54,10.57,11.9,11.74,10.19,10.35,11.43,9.53,9.71,9.3,-5.22,-4.34,0.71,6.96,12.97,17.49,20.02,19.15,15.06,9.1,3.45,-2.71,0.66,1.94,48,11.92,241.3,636.7,24.9,19.5,50.3,108.2,91.9,56.3,34.4,24.6,26.8,32.9,49.3,40.6,559.9,4.57,81.33,0.04,2.24,2.28,69.51,0.03,6.15,0.11,1.68,1.44,0.9,2.7,56.34,16.09,50.71,33.2,0.23,136.93,100
s653,274.4,501,107,275,84.3,109,0.425,9.4,270.5,120.09,120.77,8.92,9.1,14.82,0.631,15.9,3.41,0.183,3.5,66.8,66,637,23.7,0.066,9.06,7.22,9.69,10.7,11.63,11.43,10.66,10.43,11.33,9.3,9.76,8.95,-3.83,-3.04,1.94,8.32,14.31,18.89,21.56,20.54,16.58,10.56,4.63,-1.57,0.88,1.25,49.8,11.2,121.6,636,27.3,23.1,59.2,104.1,74.5,46.7,29.3,21.4,24.7,28,44.9,41.8,524.9,3.17,78.6,6.18,0.86,4.01,66.12,5.7,2.42,0.11,2.91,1.39,2.69,3.46,52.3,14.12,48.15,37.73,0.22,142.37,100
s658,344.7,664,95,325,128,114,0.439,7.6,120.1,130.45,127.24,8.58,9.9,14.12,1.151,16.5,2.52,0.524,3.7,66,65,619,24.8,0.043,10.53,8.41,10.36,11.34,12.77,11.92,10.88,11.04,12.56,10.08,11.05,10.13,-4.47,-3.53,1.44,7.6,13.56,18.12,20.66,19.78,15.67,9.63,4.05,-2.07,0.72,1.75,52.5,11.53,149.7,638.5,31.7,26.9,63.3,109.1,87.2,53.2,34.1,24.3,28.3,34.5,54.5,48.2,595.4,19.35,70.07,3.98,1.09,17.51,66.71,3.21,3.5,0.11,2.12,1.42,0.92,3.18,53.17,17.03,52.23,30.74,0.24,147.95,100
s660,213.9,488,102,201,54.2,102,0.29,6.6,125.3,121.12,123.03,9.09,9.6,15.32,0.425,16.1,3.3,0.201,3.7,66,66,641.6,22.8,0.066,9.26,7.32,9.63,10.67,11.38,11.33,11.04,10.95,11.32,9.48,9.76,9.03,-3.53,-2.76,2.29,8.51,14.39,19.05,21.71,20.7,16.73,10.66,4.8,-1.29,0.73,2.34,55,12.3,204.9,611.6,30.3,26,64.6,101.2,72.1,45,30.8,23.3,25.8,29.3,46.4,44.6,539.4,12.14,49.27,23.64,3.11,12.62,39.87,19.04,7.93,0.13,2.87,1.35,4.77,3.43,50.65,13.96,51.53,34.51,0.26,150.01,94.8
s668,555.9,691,445,557,42.9,451,0.451,3.9,184.5,128.33,129.71,6.89,7,12.53,0.283,13.3,0.95,0.333,1.2,67.2,66,557.5,29.2,0.054,9.79,7.87,10.03,11.31,12.55,12.13,11.17,10.41,12.13,10.05,11.36,9.51,-6.35,-5.35,-0.52,6.05,12.12,16.61,19.07,18.3,14.17,8.06,2.47,-3.84,0.81,2.06,52.2,12.01,297.8,728.9,23.2,14.7,36.4,116.5,120.6,75.3,46.7,34,37.6,45.6,63.3,42.4,656.4,6.49,64.15,0.28,2.44,4.42,43.95,0.51,6.52,0.12,1.72,1.41,1.06,2.86,54.12,16.69,53.01,30.29,0.24,145.49,100
s670,564.3,678,459,564,35.6,464,0.481,2.8,216,135.13,132.83,6.92,6.9,12.54,0.338,13.2,1.34,0.529,1.1,67.3,67,558.1,28.8,0.046,10.71,8.44,10.69,11.84,13.14,12.45,11.51,11.33,12.78,10.66,11.84,10.27,-6.02,-5,-0.17,6.23,12.35,16.8,19.33,18.53,14.48,8.31,2.81,-3.6,0.74,1.6,54.6,12.19,386.2,729.4,26.5,17.8,43.7,122.9,127.1,80.2,50.1,36.7,40.5,49.3,69,47.5,711.2,15.05,60.54,1.23,3.37,7.6,47.18,0.51,11.64,0.12,1.48,1.37,0.94,2.53,55.8,17.65,49.69,32.66,0.22,154.45,100
s686,335,691,48,298,168.1,61,0.446,7.4,168.1,126.24,119.9,8.97,10.6,14.71,1.527,17.1,2.97,1.22,4.7,67.2,66,635.8,23.4,0.061,9.82,7.62,9.85,10.48,12.26,11.84,11.22,11.14,12.05,9.71,10.8,9.52,-4.06,-2.99,1.9,8.15,13.96,18.65,21.21,20.37,16.26,10.14,4.37,-1.69,0.59,2.65,55,11.72,196.9,728.1,34,30.2,63.4,100.5,84.8,52.9,34.5,25.2,28.9,34.3,53.5,48.5,590.7,18.75,55.38,18.52,1.57,15.01,55.13,11.54,6.53,0.11,3.25,1.4,0.72,4.38,48.22,19.98,51.76,28.26,0.25,151.16,98.4
s694,382.1,1263,0,392,183.5,0,0.303,10,159.3,121.38,118.9,8.2,11.8,13.98,1.712,17.6,2.25,1.516,6.8,66.7,69,608.6,25.5,0.062,9.28,7.29,9.44,10.31,11.72,11.43,10.99,10.51,11.33,9.6,10.31,9.15,-4.81,-3.98,0.93,7.31,13.25,17.96,20.5,19.63,15.61,9.63,3.81,-2.37,0.63,1.82,47.6,11.52,168.8,606,27.7,22.5,50.1,100.7,92.1,57.7,36,25.4,27.8,33.7,51.4,42.6,567.8,10.23,67.27,15.13,2.06,10.91,58.87,11.9,7.59,0.11,2.29,1.41,1.26,3.93,48.69,16.81,53.36,29.83,0.25,134.3,95.7
s701,99,152,59,99,16.7,61,0.43,2.1,72.5,121.62,121.66,11.26,11.2,17.07,0.127,17.3,5.96,0.25,6.2,67,67,720.6,15.8,0.052,10.1,7.26,10.23,10.2,11.83,9.79,11.95,10.95,11.34,8.72,9.68,9.61,-0.91,0.15,4.83,10.67,16.23,21.19,23.86,22.92,18.94,12.78,6.98,1.27,0.62,1.35,38.7,13.62,1016.6,571.2,45.1,47.3,72.3,66.6,48.2,29.4,19.7,15,16,17.3,31.4,47.1,455.3,62.05,18.92,11.86,0.05,41.6,28.88,11.41,0.08,0.12,1.41,1.46,0.61,2.46,46.02,21.25,54.88,23.87,0.38,164.43,100
s702,92.3,208,10,91,32.6,19,0.416,3.1,134.8,121.8,124.78,11.15,11.2,17.14,0.203,17.7,5.57,0.5,6.5,66.8,67,717.5,16.5,0.063,10.02,7.16,9.96,10.04,11.72,10.13,12.31,11.14,11.52,8.87,9.59,9.35,-1.08,-0.06,4.62,10.49,16.1,21.01,23.67,22.73,18.8,12.7,6.82,1.07,0.66,1.86,35.7,12.76,757.7,572.7,44.8,47,74.7,68.5,49.7,30.7,21.1,15.7,17.2,18.6,33.7,48,469.7,46.45,21.92,23.92,0.57,29.3,36.03,15.65,2.35,0.13,1.42,1.46,0.6,2.63,46.98,21.39,54.73,23.88,0.38,163.99,98.4
s706,43.7,62,35,44,4.8,35,0.321,0.6,288.1,118.43,118.54,11.8,11.8,18.34,0.077,18.4,5.81,0.022,5.8,68,68,737.8,15,0.033,10.57,7.96,10.64,9.49,10.65,9.07,11.04,12.47,9.56,8.38,9.1,9.52,0.05,0.8,5.32,10.78,16.48,21.33,23.78,22.95,19.35,13.19,7.61,2.06,0.64,1.36,73.6,11.63,66.8,559.5,50.2,54.2,78.5,65.2,44.7,25.6,19,15.8,14.8,16.8,29.2,48.6,462.6,6.17,75,0,0,10.63,50.2,0,0,0.08,11.86,1.46,1.84,3.58,60,5.73,14.97,79.3,0.16,169.02,100
s714,25.5,60,1,24,9.3,9,0.416,1.4,248.4,119.12,119.75,12.36,12.4,18,0.031,18,7.34,0.12,7.5,66,66,765.1,14,0.056,9.75,7.45,10.56,9.65,10.94,9.71,11.74,12.13,10.28,8.52,8.99,9.41,0.47,1.46,6.01,11.61,17.19,22.09,24.74,23.85,20.12,14.03,8.28,2.64,0.54,1.24,43.8,12.56,296.5,559,48.2,52,73.7,62.3,42.2,24.6,18.4,14.6,14.2,16.2,26.6,44.8,437.8,71.93,18.55,0.81,0.4,43.1,26.06,0.3,1.95,0.13,5.44,1.45,1.22,3.98,60.16,14.91,28.51,56.58,0.3,169.49,100
s724,310.2,638,94,293,105.2,110,0.397,11.6,155.2,128.73,117.31,8.93,9.8,14.89,0.941,16.5,3.26,0.477,4.7,66.4,64,631.9,22.8,0.06,10.29,7.66,10.19,10.44,12.58,12.76,11.19,10.81,12.19,9.97,11.07,9.47,-3.87,-2.7,2.21,8.47,14.16,18.99,21.58,20.76,16.58,10.34,4.53,-1.35,0.6,2,52.5,11.43,35.3,554.1,35,30,70.2,104.3,81.5,52,32.7,22.7,26.6,33,55,50.4,593.6,12.59,71.1,12.42,1.78,17.59,64.53,10.09,6.9,0.09,5.61,1.38,0.6,5.02,42.56,19.64,47.61,32.75,0.21,157.15,100
s729,160.1,501,68,147,64.1,74,0.213,5.9,111,117.5,114.01,10.24,10.6,16.28,0.474,16.7,4.93,0.32,5.2,65.4,65,683.9,19,0.06,9.61,6.95,9.31,9.56,11.67,11.45,10.77,9.52,11.02,8.95,10.06,8.65,-2.31,-1,3.92,9.79,15.45,20.37,22.94,22.14,17.95,11.65,6,0.33,0.66,1.6,55.3,12.52,498.5,551,37.4,37.7,71,74.9,55.1,35.8,22.7,14.6,14.7,17.3,33.8,43,457.8,14.61,24.85,58.45,1.37,14.27,30.12,47.35,5.36,0.12,2.37,1.39,0.74,5.13,50.25,25.26,53.38,21.36,0.29,151.57,100
s733,207.9,638,27,176,106.8,38,0.296,8.5,152.7,121.72,116.7,9.83,11.2,15.93,0.975,17.7,4.28,0.874,5.6,65.9,66,667.4,20.5,0.059,9.91,7.24,9.66,9.92,11.97,11.66,11.07,10.12,11.62,9.35,10.25,9.05,-2.77,-1.55,3.35,9.37,15.03,19.89,22.48,21.67,17.49,11.26,5.51,-0.25,0.62,1.78,52.4,11.86,252.2,552.8,36.9,35.6,71.4,85.4,63.9,40.7,25.8,17.5,19.2,23,41.5,45.7,506.6,16,44.91,34.15,1.27,17.79,43.8,27.61,5.07,0.11,3.47,1.39,0.66,5,47.61,22.05,50.9,27.06,0.26,155.45,94.8
s734,160.4,305,51,164,46,50,0.431,7.3,115,118.4,117.11,10.79,11.2,16.55,0.379,17.5,5.36,0.122,5.6,66,66,698.2,18.6,0.049,9.85,7.25,9.76,9.72,11.12,10.39,11.39,9.76,11.29,9,9.57,9.13,-1.78,-0.63,4.19,10.02,15.66,20.51,23.2,22.44,18.37,12.2,6.38,0.74,0.72,1.39,51.6,11.88,175,551.3,42.2,44.1,76.9,76.9,55.3,34.7,23.3,16.4,17.4,18.8,34,45.9,486.1,9.13,49.73,29.34,0.28,8.61,52.03,19.97,1.26,0.13,1.95,1.39,0.53,4.79,55.96,20.53,52.03,27.44,0.31,157.14,72.4
s745,85.9,148,8,86,23.7,12,0.557,3.6,205.3,121.57,120.4,11.58,12.4,17.25,0.214,17.8,6.38,0.429,7.6,67,67,735,14.5,0.053,10.1,7.4,10.26,10.11,11.69,9.79,12.05,11.04,11.38,8.59,9.61,9.57,-0.64,0.45,5.14,10.96,16.53,21.49,24.17,23.25,19.29,13.11,7.29,1.58,0.64,1.48,41.3,12.68,536,552.5,46.5,50.4,71.9,63.4,44.9,27.5,19.2,13.6,14.7,15.2,28.2,45,440.4,65.49,23.96,5.87,0.06,48.34,37.28,3.75,0.16,0.13,1.53,1.43,0.58,3.77,53.39,23.53,53.55,22.92,0.36,164.8,82.4
s756,30.8,51,3,31,9.4,3,0.579,1.5,252.9,116.34,115.82,12.3,12.3,17.81,0.059,17.9,7.66,0.104,7.9,67,67,762.4,13.7,0.049,9.46,7.37,10.47,9.49,10.78,9.53,11.29,11.14,10.01,8.56,8.9,9.35,0.4,1.47,6.05,11.7,17.3,22.29,24.95,24.09,20.26,14.11,8.37,2.74,0.64,1.31,58.2,15.87,804.7,558.3,45.2,50.9,72,59.1,39.9,23.3,16.4,13.3,13.3,14.3,22.9,39.9,410.6,18.56,19.41,49.39,0.13,11.8,26.85,25.73,0.73,0.12,5.91,1.47,1.67,3.96,59.82,14.86,27.8,57.34,0.31,170.01,100
s760,118.5,198,35,119,27.2,35,0.512,4.7,138.3,119.35,117.91,11.25,11.8,16.96,0.242,17.6,5.77,0.207,6.4,67,67,714.7,16,0.05,9.73,7.49,10.32,9.62,11.56,10.25,11.47,9.79,11.72,8.8,9.36,9.32,-0.96,-0.02,4.67,10.44,15.95,20.88,23.55,22.8,18.78,12.5,6.74,1.11,0.78,1.39,55.8,12.48,425.8,537.2,43.8,47,75.1,67.1,48.3,29.1,21,15.3,15.4,15.7,27.8,43.4,448.9,24.59,25.74,43.5,0.11,17.49,40.43,29.92,0.5,0.13,1.56,1.38,0.49,4.99,58.72,20.71,53.26,26.02,0.33,159.31,100
s764,112.2,167,59,113,19.1,79,0.492,4.1,150.4,120.58,120.11,11.4,11.6,16.97,0.114,17.2,5.84,0.226,6.3,66.9,67,722.7,15.9,0.048,9.86,7.53,10.32,9.78,11.57,10.25,11.66,9.81,12.09,8.77,9.58,9.44,-0.97,-0.03,4.68,10.48,16.03,20.95,23.63,22.84,18.8,12.59,6.81,1.15,0.71,1.47,56.4,13.12,638.5,538,44.1,48,75,66.6,47.5,28.6,20.5,15,15.7,16,27.9,44.2,449,29.32,23.67,39.99,0.11,21.87,36.76,28.03,0.14,0.13,1.56,1.38,0.49,4.99,58.69,20.66,53.26,26.08,0.32,160.34,100
s770,191.9,318,81,195,39,81,0.468,5.3,114.3,120.42,122.67,10.56,10.9,16.32,0.314,16.9,5.27,0.178,5.3,66.2,66,689.2,18.7,0.052,9.84,7.44,10.12,9.91,11.57,10.83,11.64,9.59,11.39,9.23,9.58,9.29,-1.87,-0.74,4.03,9.86,15.48,20.35,23.04,22.31,18.23,12.17,6.23,0.71,0.61,2.13,53.1,11.94,563.1,536.3,42.1,42.7,76.9,77.6,56.5,35.8,24.4,17.1,18,19.1,34.5,46.7,491.3,20.1,33.36,37.71,0.36,16.09,40.16,27.05,2,0.13,1.41,1.41,0.58,4.6,59.38,22.56,51.09,26.36,0.31,154.79,94.8
s775,156.5,320,61,159,38,64,0.369,5.5,121.5,120.63,121.11,10.88,11.5,16.61,0.343,17.3,5.3,0.135,5.5,66,66,702.4,18.1,0.05,9.99,7.52,10.12,9.94,11.45,10.61,11.8,9.76,11.48,9.13,9.59,9.32,-1.7,-0.58,4.22,10.07,15.67,20.53,23.23,22.48,18.39,12.26,6.4,0.78,0.73,1.43,53.2,12.23,341.2,538,43.5,45.2,77.3,74.5,54,34.1,23.6,16.8,17.8,18.7,33,46.8,485.4,22.99,36.06,30.23,1.22,21.91,43.63,14.54,4.2,0.13,1.64,1.38,0.49,5.03,58.7,21.03,52.04,26.94,0.32,156.9,86.3
s776,147.8,320,47,147,45.5,49,0.369,5.6,125.3,121.09,121.94,11,11.7,16.72,0.401,17.5,5.35,0.226,6.3,66.1,67,707.4,17.6,0.049,9.97,7.55,10.22,9.9,11.57,10.62,11.74,9.69,11.77,9.05,9.66,9.4,-1.56,-0.47,4.31,10.18,15.78,20.65,23.34,22.58,18.48,12.36,6.48,0.86,0.73,1.39,54.3,12.3,400.8,537.4,43.8,45.9,77,73.1,52.9,33,23.1,16.4,17.7,18.3,32.3,46.5,480,23.24,32.11,35.23,0.47,20.32,40.95,21.8,1.69,0.13,1.52,1.39,0.52,4.88,59.1,21.6,52.35,26.05,0.32,157.33,55.2
s778,33,49,9,35,8.5,9,0.601,1.5,235.6,115.52,115.22,12.32,12.4,18.03,0.077,18,7.27,0.194,7.5,66.7,66,762.7,13.7,0.049,9.42,7.36,10.46,9.31,10.7,9.48,11.15,11.08,10.13,8.54,8.69,9.21,0.37,1.42,5.92,11.67,17.21,22.19,24.81,23.94,20.12,13.95,8.16,2.55,0.68,1.16,57.3,13.71,1524.8,495,43.9,49.3,68.8,56.2,37.9,22.3,16.2,12.7,12.3,13.2,21.3,37.5,391.7,10.07,10.79,70.08,0.74,8.5,23.03,36.79,4.05,0.15,4.12,1.47,1.53,3.32,60.04,16.12,37.99,45.89,0.36,170.99,100
s799,16.9,35,3,17,2.6,4,0.434,0.1,168,113.43,113.1,13.11,13.2,18.57,0.129,19,7.08,0.06,7.3,65.5,66,788.9,11.1,0.043,9.39,7.65,10.42,8.69,10.71,9.21,10.13,11.01,10.59,8.5,8.29,8.83,1.28,2.12,6.6,11.88,17.4,22.18,24.63,23.65,20.15,14.04,8.52,3.02,0.92,1.4,55,14.94,935.6,434.8,46.9,52.3,68.2,51.9,36.7,22.5,15.1,14.6,15.2,14.5,21.6,37.8,397.5,5.63,20.11,49.1,0.14,4.6,20.45,44.84,0.34,0.12,5.66,1.51,0.61,2.96,59.96,15.42,23.92,60.66,0.25,173.29,100
s833,523.3,746,297,517,93.1,304,0.504,12.3,240.4,92.47,86.79,7.42,8,13.4,0.806,14.8,1.86,0.232,1.9,67.7,66,578.7,25.1,0.13,5.55,5.05,6.93,7.89,8.36,11.69,8.91,8.16,9.07,7.56,7.47,6.02,-5.26,-4.5,0.25,6.83,12.9,17.58,20,19.09,15.13,9.11,3.28,-2.79,0.75,2.13,35.4,10.97,109.4,383.4,12.9,9.3,27.4,72.7,59.9,39.2,21.9,14.1,13.4,17.8,26.6,21.1,336.4,4.42,61.9,29.67,0.65,8.85,52.31,34.11,1.69,0.12,1.55,1.36,1.42,3.29,49.85,17.42,58.31,24.27,0.24,76.57,100
